Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Affiliations,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Name Preferred,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,DOI Link,Book DOI,Early Access Date,Number of Pages,WoS Categories,Web of Science Index,Research Areas,IDS Number,Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,UT (Unique WOS ID),Web of Science Record
J,"O'Donovan, N",,,,"O'Donovan, Nick",,,From Knowledge Economy to Automation Anxiety: A Growth Regime in Crisis?,NEW POLITICAL ECONOMY,,,English,Article,,,,,,Knowledge economy; New Labour; automation; globalisation; growth regimes,BIASED TECHNOLOGICAL-CHANGE; INCREASING RETURNS; GLOBALIZATION; SKILL; CAPITALISM; INEQUALITY; DEMOCRACY,"In the 1990s, the 'knowledge economy' was hailed as a key driver of future prosperity by progressive policymakers in developed democracies. According to its proponents, in the knowledge economy, companies and countries alike would succeed by cultivating workers' knowledge - as opposed to traditional forms of capital such as plant and machinery. This had radical implications for public policy, implying that education reform and other supply-side interventions could deliver inclusivity as well as prosperity. Today, however, this benevolent vision of the social and economic impacts of technological progress has been superseded by an altogether more dystopian view, associated with automation and the rise of artificial intelligence, as well as transformations in the digital economy and the evolving nature of globalisation. This paper analyses that transition. It charts the key assumptions of the knowledge economy concept, through an intellectual history that focuses on how these ideas manifested themselves in the rhetoric of the UK Government under Tony Blair. It then shows how evolving understandings of the digital economy, technological progress and globalisation challenge these assumptions, and the policy agenda that was premised on them.","[O'Donovan, Nick] Manchester Metropolitan Univ, Future Econ Res Ctr, Dept Econ Policy & Int Business, Manchester, Lancs, England",Manchester Metropolitan University,"O'Donovan, N (corresponding author), Manchester Metropolitan Univ, Future Econ Res Ctr, Dept Econ Policy & Int Business, Manchester, Lancs, England.",n.odonovan@mmu.ac.uk,"O'Donovan, Nick/GVU-0972-2022","O'Donovan, Nick/0000-0002-0588-7734",,,,,92,25,33,8,51,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",ABINGDON,"2-4 PARK SQUARE, MILTON PARK, ABINGDON OX14 4RN, OXON, ENGLAND",1356-3467,1469-9923,,NEW POLIT ECON,New Polit. Econ.,FEB 23,2020,25,2,,,,,248,266,,10.1080/13563467.2019.1590326,http://dx.doi.org/10.1080/13563467.2019.1590326,,,19,Economics; International Relations; Political Science,Social Science Citation Index (SSCI),Business & Economics; International Relations; Government & Law,KH7DZ,,"hybrid, Green Accepted",,,2024-04-26,WOS:000510811700007,View Full Record in Web of Science
J,"Miskiewicz, R",,,,"Miskiewicz, Radoslaw",,,INTERNET OF THINGS IN MARKETING: BIBLIOMETRIC ANALYSIS,MARKETING AND MANAGEMENT OF INNOVATIONS,,,English,Article,,,,,,artificial intelligence; big data; digital economy; cyber-physical systems; Industry 4.0; Internet of things; knowledge economy,TRANSFORMATIONAL PROCESSES; SUSTAINABLE DEVELOPMENT; FINANCIAL SECTOR; MODEL; TOURISM; MANAGEMENT; STABILITY; ENERGY; PERFORMANCE; ENTERPRISES,"Systematization of scientific treatizes and approaches for investigating the issue of penetration of the Internet of Things into life indicates that the researchers have contributed significantly to enrich this theme of investigation. This paper summarizes the arguments and counterarguments within the scientific discussion on the issue of transforming the marketing processes under the rapid growth of the Internet of Things. The primary purpose of this study is to investigate the structure and dynamic of scientific publications devoted to the issues of IoT development from the marketing point of view. The research hypothesis is analysis background on investigating the problems in the relationship between the IoT and marketing is presented in the high-reliable database Scopus till 2020. The research object is the pool of scientific publications indexed in the Scopus database by the keywords Internet of Things and Marketing. The search of publications was conducted in the article titles, abstracts and keywords. This study involved data from 2008 to 2020, published in different subject areas. The selected publications were visualized using the tools of software VOSviewer and Scopus. Thus, the bibliometric analysis of publications allowed demonstrating the publication activity dynamic, highlight the most impact articles and reliable journals, as well as to visualize the keyword co-occurrences in the papers and co-authorship between countries. The obtained results indicated the relevance of future investigations on financial and personal data cybersecurity, data governance, smart manufacturing, sustainable growth, augmented reality, artificial neural network, etc. The analysis of scientific collaboration allowed noticing the strong relationship between researchers from the USA, Hong Kong and EU countries; China, Japan, Malaysia Vietnam, Taiwan, Indonesia, etc.; South America and European countries and Israel; among the Post-Soviet countries, Australia and Thailand. Therefore, this study is expected to enhance the scientific contributions to investigating the marketing capacities from IoT development.","[Miskiewicz, Radoslaw] Silesian Tech Univ, Gliwice, Poland",Silesian University of Technology,"Miskiewicz, R (corresponding author), Silesian Tech Univ, Gliwice, Poland.",radoslaw.miskiewicz@polsl.pl,"Miskiewicz, Radoslaw/S-8344-2018","Miskiewicz, Radoslaw/0000-0003-2370-4783",,,,,78,25,25,5,81,"SUMY STATE UNIV, DEPT MARKETING & MIA",SUMY,"RYMSKIY-KORSAKOV ST 2, SUMY, 40007, UKRAINE",2218-4511,,,MARK MANAG INNOV,Mark. Manag. Innov.,,2020,,3,,,,,371,381,,10.21272/mmi.2020.3-27,http://dx.doi.org/10.21272/mmi.2020.3-27,,,11,Management,Emerging Sources Citation Index (ESCI),Business & Economics,NY3FF,,,,,2024-04-26,WOS:000576279200027,View Full Record in Web of Science
J,"Determann, L",,,,"Determann, Lothar",,,No One Owns Data,HASTINGS LAW JOURNAL,,,English,Article,,,,,,,INTELLECTUAL PROPERTY; PRIVACY; INFORMATION; PROTECTION; INTERNET; RIGHTS; LAW,"Businesses, policy makers, and scholars are calling for property rights in data. They currently focus on the vast amounts of data generated by connected cars, industrial machines, artificial intelligence, toys and other devices on the Internet of Things (IoT). This data is personal to numerous parties who are associated with the connected device, and there are many others are also interested in this data. Various parties are actively staking their claims to data, as they are mining the fuel of the digital economy. Stakeholders in digital markets often frame claims, negotiations and controversies regarding data access as one of ownership. Businesses regularly assert and demand that they own data. Individual data subjects also assume that they own data about themselves. Policy makers and scholars focus on how to redistribute ownership rights to data. Yet, upon closer review, it is very questionable whether data is-or should be-subject to any property rights. This Article unambiguously answers the question in the negative, both with respect to existing law and future lawmaking in the United States and the European Union, jurisdictions with notably divergent attitudes to privacy, property and individual freedoms. Data as such, that is, the content of information, exists conceptually separate from works of authorship and databases (which can be subject to intellectual property rights), physical embodiments of information (data on a computer chip, which can be subject to personal property rights) and physical objects or intangible items to which information relates (a dangerous malfunctioning vehicle to which the warnings on road markings or a computer chip relate). Lawmakers have granted property rights to different persons regarding works of authorship, databases, land, and chattels to incentivize investments and improvements in such items. However, this purpose does not exist with respect to data. Individual persons, businesses, governments and the public at large have different interests in data and access restrictions. These interests are protected by an intricate net of existing laws, which deliberately refrain from granting property rights in data. Indeed, new property rights in data are not suited to promote better privacy or more innovation or technological advances, but would more likely suffocate free speech, information freedom, science and technological progress. The rationales for propertizing data are thus not compelling and are outweighed by the rationales for keeping the data open. No new property rights need to be created for data.","[Determann, Lothar] Free Univ Berlin, Comp Internet & Data Privacy Law, Berlin, Germany; [Determann, Lothar] Univ Calif Berkeley, Berkeley Sch Law, Berkeley, CA 94720 USA; [Determann, Lothar] Hastings Coll Law, San Francisco, CA 94102 USA; [Determann, Lothar] Baker McKenzie LLP, Palo Alto, CA 94304 USA",Free University of Berlin; University of California System; University of California Berkeley,"Determann, L (corresponding author), Free Univ Berlin, Comp Internet & Data Privacy Law, Berlin, Germany.;Determann, L (corresponding author), Univ Calif Berkeley, Berkeley Sch Law, Berkeley, CA 94720 USA.;Determann, L (corresponding author), Hastings Coll Law, San Francisco, CA 94102 USA.;Determann, L (corresponding author), Baker McKenzie LLP, Palo Alto, CA 94304 USA.",,"TATUM, CARLOS/AAC-6054-2019","TATUM, CARLOS/0000-0001-6822-3217",,,,,175,25,26,10,51,UNIV CALIF,SAN FRANCISCO,"HASTINGS COLLEGE LAW 200 MCALLISTER ST, SAN FRANCISCO, CA 94102 USA",0017-8322,,,HASTINGS LAW J,Hastings Law J.,DEC,2018,70,1,,,,,1,43,,,,,,43,Law,Social Science Citation Index (SSCI),Government & Law,HG7ZW,,,,,2024-04-26,WOS:000455216800001,View Full Record in Web of Science
J,"Jones, GM; Semel, B; Le, A",,,,"Jones, Graham M.; Semel, Beth; Le, Audrey",,,There's no rules. It's hackathon.: Negotiating Commitment in a Context of Volatile Sociality,JOURNAL OF LINGUISTIC ANTHROPOLOGY,,,English,Article,,,,,,commitment; joint activity; participation; collaboration; ideology,COLLABORATION; PARTICIPATION; CULTURE; TALK,"How do people negotiate commitments to engaging in joint activity while at the same time anticipating and managing the inherent risks of collaboration? We explore this question through the ethnographic example of a hackathon, a collaborative software-design competition. We focus specifically on the earliest and, in many ways, most uncertain phase of collaboration, in which commitment and activity simultaneously emerge: team formation. We analyze mercurial allegiances in terms of a technoliberal participation ideology closely associated with the mores of the digital economy, which paradoxically emphasizes intensive project-based collaboration but limited interpersonal responsibility. We examine the verbal and nonverbal resources (such as stance-taking, politeness, reported speech, humor, and gesture) that prospective teammates use to modulate expressions of commitment, and the ways in which they pursue self-interested projects while maintaining social relatedness in order to accomplish joint activity in a context of social volatility. Comment les individus negocient-ils des engagements pour participer a une activite conjointe tout en anticipant et gerant les risques inherents a la collaboration? Nous etudions cette question a travers l'exemple ethnographique d'un << hackathon >>, un concours de programmation informatique collaborative. Nous nous concentrons particulierement sur la formation de l'equipe qui est la premiere phase de la collaboration, a bien des egards la plus incertaine, et d'oU l'engagement et l'activite emergent simultanement. Nous analysons les allegeances volatiles en termes d'une ideologie de la participation etroitement liee aux mOEurs de l'economie numerique, ces solidarites temporaires soulignent paradoxalement une collaboration a forte intensite mais une responsabilite interpersonnelle limitee. Nous examinons les ressources verbales et non-verbales (telles que la prise de position, la politesse, le discours rapporte, l'humour, et la gestuelle) utilisees par des coequipiers potentiels pour moduler les expressions d'engagement ainsi que les facons dont ils poursuivent des interets personnels tout en maintenant des rapports sociaux, ceci dans le but d'accomplir une activite conjointe dans un contexte de volatilite sociale.","[Jones, Graham M.] MIT, Anthropol Program, Cambridge, MA 02139 USA; [Semel, Beth] MIT, Hist, Anthropol, Cambridge, MA 02139 USA; [Semel, Beth] MIT, Program Sci Technol & Soc, Cambridge, MA 02139 USA; [Le, Audrey] Columbia Univ, Anthropol, Teachers Coll, New York, NY 10027 USA",Massachusetts Institute of Technology (MIT); Massachusetts Institute of Technology (MIT); Massachusetts Institute of Technology (MIT); Columbia University Teachers College; Columbia University,"Jones, GM (corresponding author), MIT, Anthropol Program, Cambridge, MA 02139 USA.",gmj@mit.edu; bsemel@mit.edu; al2812@tc.columbia.edu,"Jones, Graham/AAT-9370-2021",/0000-0001-6435-7066,National Science Foundation [BCS-1258640],National Science Foundation(National Science Foundation (NSF)),"This article is based in part on work supported by the National Science Foundation under grant no. BCS-1258640. Any opinions, findings, and conclusions or recommendations expressed herein are those of the authors and do not necessarily reflect the views of the National Science Foundation. We are very grateful to the organizers of Hacking Journalism, particularly Lindsey Wagner and Kawandeep Virdee, for facilitating this research, and to the individual hackers who so graciously participated in this study. For commentary on drafts of this article, we warmly thank Dominic Boyer, Seth Hannah, Stefan Helmreich, Jean Jackson, Erica James, Shreeharsh Kelkar, Heather Paxson, Bambi Schieffelin, Susan Silbey, Maria Vidart-Delgado, and Ben Wurgaft. We are especially indebted to Paul Garrett for adept and meticulous editorial direction, and to the JLA's anonymous reviewers for generous constructive feedback.",,48,25,31,2,40,WILEY,HOBOKEN,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",1055-1360,1548-1395,,J LINGUIST ANTHROPOL,J. Linguist. Anthropol.,DEC,2015,25,3,,,,,322,345,,10.1111/jola.12104,http://dx.doi.org/10.1111/jola.12104,,,24,Anthropology; Linguistics; Language & Linguistics,Social Science Citation Index (SSCI); Arts & Humanities Citation Index (A&HCI),Anthropology; Linguistics,CY5BW,,Green Published,,,2024-04-26,WOS:000366423900005,View Full Record in Web of Science
J,"Bieron, B; Ahmed, U",,,,"Bieron, Brian; Ahmed, Usman",,,Regulating E-commerce through International Policy: Understanding the International Trade Law Issues of E-commerce,JOURNAL OF WORLD TRADE,,,English,Article,,,,,,,,"The Internet has facilitated a new wave of economic growth and development. Businesses across the world - both big and small - have taken advantage of the scale, scope, and access that the Internet provides to reach new markets and consumers. A small business in rural America can now reach an individual consumer in the European Union (EU) without any physical footprint in the EU This type of transaction was not possible before the advent of electronic commerce (e-commerce). Moreover, this type of transaction requires a revaluation of a trade regime that was created with only the largest multinational corporations able to truly engage in international trade. The US has created trade policy governing cross-border e-commerce transactions largely through recent free trade agreements (FTAs). Since 2000, every FTA the US has signed has contained a chapter on e-commerce. These chapters have included important protections for the digital economy (e.g., no tax on digital goods, transparency in regulation, and free flow of information). Yet, these chapters have often taken a very narrow view of the issues that they have sought to tackle. It is worthwhile, a decade after these provisions were first written, to revisit and update them to better reflect the nature of modern e-commerce. There are a number of additional issues that are imperative to e-commerce that have not been addressed in past trade regulation. E-commerce often results in the cross-border transfer of digital services. These digital services must be protected against trade-distortive and domestic discriminatory preferences. Moreover, nation-states often rely on narrow interpretations of intellectual property law to restrict the cross-border transfer of e-commerce products and services. These non-traditional barriers to trade must be broken down. Internet intermediaries provide essential services that drive e-commerce. Strong limitations on liability must be guaranteed for these intermediaries. Finally, small businesses are only starting to engage in e-commerce. Future trade regulation should facilitate the growth of small businesses engaged in e-commerce. This article begins by describing the rapid growth of the e-commerce economy. It then reviews the history of past US free-trade agreement e-commerce provisions and suggests how to improve and update these provisions. The document then describes a host of additional e-commerce related issues that should be addressed in trade policy moving forward.","[Bieron, Brian] St Josephs Univ, Philadelphia, PA USA; [Ahmed, Usman] Univ Maryland, College Pk, MD 20742 USA",Saint Joseph's University; University System of Maryland; University of Maryland College Park,"Bieron, B (corresponding author), St Josephs Univ, Philadelphia, PA USA.",,,,,,,,108,25,27,6,137,KLUWER LAW INT,ALPHEN AAN DEN RIJN,"ZUIDPOOLSINGEL 2, PO BOX 316, 2400 AH ALPHEN AAN DEN RIJN, NETHERLANDS",1011-6702,2210-2795,,J WORLD TRADE,J. World Trade,JUN,2012,46,3,,,,,545,570,,,,,,26,Economics; International Relations; Law,Social Science Citation Index (SSCI),Business & Economics; International Relations; Government & Law,201JQ,,,,,2024-04-26,WOS:000323138300002,View Full Record in Web of Science
C,"Vanderheiden, G; Treviranus, J",,"Stephanidis, C",,"Vanderheiden, Gregg; Treviranus, Jutta",,,Creating a Global Public Inclusive Infrastructure,"UNIVERSAL ACCESS IN HUMAN-COMPUTER INTERACTION: DESIGN FOR ALL AND EINCLUSION, PT 1",Lecture Notes in Computer Science,,English,Proceedings Paper,6th International Conference on Universal Access in Human-Computer Interaction (UAHCI)/14th International Conference on Human-Computer Interaction (HCI),"JUL 09-14, 2011","Orlando, FL",,,digital divide; universal design; cloud computing; personalization,,"As we move more to a digital economy and integrate technology every more completely in all aspects of life there is a looming crisis for a growing number of increasingly marginalized individuals. The accessibility technologies we have are meeting the needs of only some, at high cost - and will not work with many new technologies. In addition, the pace and path of technological change predestines these approaches to fail in the very near future. At the same time, the incidence of disabilities is increasing as our population ages. The same technical advances however hold the key for a radical paradigm shift in our approach to accessibility that can harness the pace of innovation and have it work for us rather than against us. Proposed is the development of a Global Public Inclusive Infrastructure (GPII) that can tap the unprecedented ability to pool resources and match demand with supply enabled by the Cloud to deliver accessibility to every individual where they need it, when they need it and in a way that matches their unique requirements; automatically so that they do not need to negotiate, explain, qualify or justify.","[Vanderheiden, Gregg] Univ Wisconsin, Trace R&D Ctr, Madison, WI 53706 USA; [Treviranus, Jutta] OCAD Univ, Inclusive Design Res Ctr, Toronto M4E 1X5, ON, Canada",University of Wisconsin System; University of Wisconsin Madison,"Vanderheiden, G (corresponding author), Univ Wisconsin, Trace R&D Ctr, Madison, WI 53706 USA.",gv@trace.wisc.edu; jtreviranus@faculty.ocad.ca,,,"National Institute on Disability and Rehabilitation Research, U.S. Department of Education [H133E080022]","National Institute on Disability and Rehabilitation Research, U.S. Department of Education(US Department of Education)","This paper is based on sections of the CLOUD4All proposal. We thank the following for their contributions (in alphabetical order), Evangelos Bekiaris, Maria Gemou, Jose Angel Martinez, Roberto Toreno, and Kostas Votis. The contents of this paper were developed with funding in part from the National Institute on Disability and Rehabilitation Research, U.S. Department of Education, grant number H133E080022 (RERC on Universal Interface and IT Access), The Andrew W. Mellon and William and Flora Hewlett Foundations. However, the contents do not necessarily represent the policy of the funding agencies, and you should not assume endorsement by the Federal Government.",,8,25,29,0,5,SPRINGER-VERLAG BERLIN,BERLIN,"HEIDELBERGER PLATZ 3, D-14197 BERLIN, GERMANY",0302-9743,,978-3-642-21671-8; 978-3-642-21672-5,LECT NOTES COMPUT SC,,,2011,6765,,1,,,,517,526,,,,,,10,"Computer Science, Theory & Methods",Conference Proceedings Citation Index - Science (CPCI-S),Computer Science,BZS50,,,,,2024-04-26,WOS:000302783100057,View Full Record in Web of Science
J,"Kim, C; Galliers, RD",,,,"Kim, C; Galliers, RD",,,Toward a diffusion model for Internet systems,INTERNET RESEARCH,,,English,Article,,,,,,electronic commerce; Internet; shopping; diffusion; economic policy,ELECTRONIC COMMERCE; ADOPTION; INNOVATION; FRAMEWORK; IMPLEMENTATION; SUCCESS,"The world of business is being profoundly transformed by the Internet and electronic commerce. The rapid advancement of Internet technology and its applications holds promise for the expansion of business opportunities in the global digital economy. Internet systems support a world-wide broadcasting capability, a mechanism for information dissemination and a medium for electronic commerce between organizations and customers across countries. Describes research that leads to the derivation of a diffusion model of Internet systems, comprising four key dimensions: external market factors, external technical factors, internal organization factors, and internal systems factors. The intention is for this model to provide a theoretical base for further research on electronic commerce and Internet technology diffusion.","Yeungnam Univ, Gyongsan, South Korea; Bentley Coll, Waltham, MA USA; Univ London London Sch Econ & Polit Sci, Dept Informat Syst, London WC2A 2AE, England",Yeungnam University; Bentley University; University of London; London School Economics & Political Science,"Yeungnam Univ, Gyongsan, South Korea.",,,,,,,,81,25,36,1,18,EMERALD GROUP PUBLISHING LTD,BINGLEY,"HOWARD HOUSE, WAGON LANE, BINGLEY BD16 1WA, W YORKSHIRE, ENGLAND",1066-2243,,,INTERNET RES,Internet Res.,,2004,14,2,,,,,155,166,,10.1108/10662240410530862,http://dx.doi.org/10.1108/10662240410530862,,,12,"Business; Computer Science, Information Systems; Telecommunications",Science Citation Index Expanded (SCI-EXPANDED); Social Science Citation Index (SSCI),Business & Economics; Computer Science; Telecommunications,823CE,,,,,2024-04-26,WOS:000221586500005,View Full Record in Web of Science
J,"Wang, HJ; Ding, L; Guan, R; Xia, Y",,,,"Wang, Huijuan; Ding, Lin; Guan, Rong; Xia, Yan",,,Effects of advancing internet technology on Chinese employment: a spatial study of inter-industry spillovers,TECHNOLOGICAL FORECASTING AND SOCIAL CHANGE,,,English,Article,,,,,,Internet technology progress; Employment; Industry spillover effect; Spatial panel model,FOREIGN DIRECT-INVESTMENT; LABOR-MARKET; BROAD-BAND; FUTURE; OCCUPATIONS; SEARCH; GROWTH; IMPACT; JOBS,"The digital economy based on Internet technology has provided an important boost for economic growth. However, it has also created opportunities and challenges for stabilizing macroeconomic employment and growth. To measure how the Internet technology has influenced employment at the industry level in China, we first separate it from other technological progress in a production function model. Based on the input-output data spanning 2000-2014 in the World Input-Output Database (WIOD), we use a direct consumption coefficient matrix as the spatial weight matrices to verify inter-industry spillovers between 47 industries of China and its influence on employment by using spatial econometrics model. Empirical results indicate that Internet technology progress in one industry will significantly promote Internet technology progress in adjacent industries. Internet technology progress directly promote the employment within industry. Furthermore, due to the positive inter-industry spillovers, Internet technology progress also exerts positive effects on employment in other industries and positively affects employment within industry again through various feedback loops between industries. Therefore, policy should promote Internet technology in various industries, especially those closely linked to other industries, to stabilize employment and growth.","[Wang, Huijuan; Ding, Lin; Guan, Rong] Cent Univ Finance & Econ, Sch Stat & Math, Beijing 100081, Peoples R China; [Xia, Yan] Chinese Acad Sci, Inst Sci, Beijing 100190, Peoples R China; [Xia, Yan] Chinese Acad Sci, Inst Dev, Beijing 100190, Peoples R China; [Xia, Yan] Univ Chinese Acad Sci, Sch Publ Policy & Management, Beijing 100049, Peoples R China","Central University of Finance & Economics; Chinese Academy of Sciences; Chinese Academy of Sciences; Chinese Academy of Sciences; University of Chinese Academy of Sciences, CAS","Xia, Y (corresponding author), Chinese Acad Sci, Inst Sci, Beijing 100190, Peoples R China.;Xia, Y (corresponding author), Chinese Acad Sci, Inst Dev, Beijing 100190, Peoples R China.",xiayan@casipm.ac.cn,"WANG, HUIYUAN/IXX-2427-2023; wang, huimin/HDM-8421-2022; wang, jian/HRB-9588-2023; Wang, Hui/HMU-9512-2023; Guan, Rong/K-7983-2012; wang, hui/GRS-4730-2022; wang, hui/HSG-6135-2023; wang, hao/HSE-7975-2023","Ding, Lin/0000-0002-5514-8737","Priority Research Program of Chinese Academy of Sciences [XDA20010102]; National Natural Science Foundation of China [71974183, 51861125101]; Program for Ministry of Education in China Project of Humanities and Social Sciences [18YJC790162, 18YJA790056]; Innovation Research in Central University of Finance and Economics; disciplinary funds of Central University of Finance and Economics",Priority Research Program of Chinese Academy of Sciences; National Natural Science Foundation of China(National Natural Science Foundation of China (NSFC)); Program for Ministry of Education in China Project of Humanities and Social Sciences; Innovation Research in Central University of Finance and Economics; disciplinary funds of Central University of Finance and Economics,"Financial support from the Priority Research Program of Chinese Academy of Sciences under grant No. XDA20010102 and the National Natural Science Foundation of China under grant No. 71974183 and 51861125101 is acknowledged. We appreciate the editor and anonymous reviewers for their constructive comments and suggestions. Supported by Program for Ministry of Education in China Project of Humanities and Social Sciences (Grant Nos. 18YJC790162, 18YJA790056) and Innovation Research in Central University of Finance and Economics. Supported by the disciplinary funds of Central University of Finance and Economics.",,43,24,27,19,142,ELSEVIER SCIENCE INC,NEW YORK,"STE 800, 230 PARK AVE, NEW YORK, NY 10169 USA",0040-1625,1873-5509,,TECHNOL FORECAST SOC,Technol. Forecast. Soc. Chang.,DEC,2020,161,,,,,,,,120259,10.1016/j.techfore.2020.120259,http://dx.doi.org/10.1016/j.techfore.2020.120259,,,9,Business; Regional & Urban Planning,Social Science Citation Index (SSCI),Business & Economics; Public Administration,PC6RD,,,,,2024-04-26,WOS:000597124800010,View Full Record in Web of Science
J,"Szeles, MR; Simionescu, M",,,,"Szeles, Monica Raileanu; Simionescu, Mihaela",,,Regional Patterns and Drivers of the EU Digital Economy,SOCIAL INDICATORS RESEARCH,,,English,Article,,,,,,Digital economy; Digital divide; Economic growth; Patents,ELECTRONIC COMMERCE ADOPTION; RESEARCH-AND-DEVELOPMENT; INTERNET USE; DEVELOPING-COUNTRIES; MARKET ORIENTATION; CROSS-COUNTRY; E-BUSINESS; ICT; SMES; DIVIDE,"This paper examines the progress made by the EU regions on the path of digitalisation and growth of digital economy, by analysing the dynamics and drivers of a selected number of specific indicators, based on Eurostat data running from 2001 to 2016. The study is conducted at regional level, and finally aims to identify policy measures that could enhance the growth of digital economy in the EU area. Moreover, the paper investigates whether a common set of economic and social policy measures is effective in improving several indicators of digital economy, in the New Member States (NMS) as well as in the Old Member States (OMS), given that they still exhibit different patterns of digital transformation at regional level. The increase in tertiary education attainments together with the increase in the number of issued patents are found to be policy measures that generate positive effects for several indicators of digital economy, as well as for the NMS and OMS.","[Szeles, Monica Raileanu] Transilvania Univ Brasov, Brasov, Romania; [Simionescu, Mihaela] Univ Social Sci, Lodz, Poland; [Szeles, Monica Raileanu; Simionescu, Mihaela] Romanian Acad, Inst Econ Forecasting, Bucharest, Romania",Transylvania University of Brasov; University of Social Sciences; Romanian Academy of Sciences,"Simionescu, M (corresponding author), Univ Social Sci, Lodz, Poland.;Simionescu, M (corresponding author), Romanian Acad, Inst Econ Forecasting, Bucharest, Romania.",mihaela_mb1@yahoo.com,"Simionescu, Mihaela/AAP-7639-2021; Simionescu, Mihaela/L-1249-2016","Simionescu, Mihaela/0000-0002-6124-2172",,,,,145,24,25,26,223,SPRINGER,DORDRECHT,"VAN GODEWIJCKSTRAAT 30, 3311 GZ DORDRECHT, NETHERLANDS",0303-8300,1573-0921,,SOC INDIC RES,Soc. Indic. Res.,JUL,2020,150,1,,,,,95,119,,10.1007/s11205-020-02287-x,http://dx.doi.org/10.1007/s11205-020-02287-x,,FEB 2020,25,"Social Sciences, Interdisciplinary; Sociology",Social Science Citation Index (SSCI),Social Sciences - Other Topics; Sociology,MQ2IJ,,,,,2024-04-26,WOS:000516034100002,View Full Record in Web of Science
J,"Amuso, V; Poletti, G; Montibello, D",,,,"Amuso, Valentina; Poletti, Giuliano; Montibello, Donato",,,The Digital Economy: Opportunities and Challenges,GLOBAL POLICY,,,English,Article,,,,,,,GIG ECONOMY; LABOR,"Despite the increasing speed of digital innovation, governments should invest in education and life programmes to fully reap the benefits of the digital economy.","[Amuso, Valentina] Univ Coll London UCL, London, England",University of London; University College London,"Amuso, V (corresponding author), Univ Coll London UCL, London, England.",,,"AMUSO, VALENTINA/0000-0002-2207-2756",,,,,26,24,25,23,247,WILEY,HOBOKEN,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",1758-5880,1758-5899,,GLOB POLICY,Glob. Policy,FEB,2020,11,1,,,,,124,127,,10.1111/1758-5899.12745,http://dx.doi.org/10.1111/1758-5899.12745,,NOV 2019,4,International Relations; Political Science,Social Science Citation Index (SSCI),International Relations; Government & Law,KQ4GA,,,,,2024-04-26,WOS:000496906300001,View Full Record in Web of Science
J,"Calvao, F",,,,"Calvao, Filipe",,,Crypto-miners: Digital labor and the power of blockchain technology,ECONOMIC ANTHROPOLOGY,,,English,Article,,,,,,Digital Labor; Blockchain; Cryptocurrency; Mining; Bitcoin; Crypto-mining,MATERIALITY; BITCOIN,"This article examines the labor power of digital miners. Though an obscure and still incipient facet of the digital economy, crypto-mining powers and secures transactions across blockchains, or public distributed digital ledgers. Drawing from interviews with cryptocurrency enthusiasts, blockchain advocates, and developers; participation in online and offline discussions; and a survey with small-scale crypto-miners, this article takes on the material and technoscientific valuation of crypto-mining to understand how a future of open, decentralized accountability implicates human labor alongside automated processes. The work of digital mining, performed in the work of inscribing, registering, and politically organizing mining operations, enables the formation of democratic communities in the digital economy and remains inevitably embedded in social relations as a mode of productive, meaningful action.","[Calvao, Filipe] Grad Inst Int & Dev Studies, CH-1211 Geneva 1, Switzerland",,"Calvao, F (corresponding author), Grad Inst Int & Dev Studies, CH-1211 Geneva 1, Switzerland.",filipe.calvao@graduateinstitute.ch,,,,,,,43,24,27,4,36,WILEY,HOBOKEN,"111 RIVER ST, HOBOKEN, NJ 07030 USA",2330-4847,,,ECON ANTHROPOL,Econ. Anthropol.,JAN,2019,6,1,,,,,123,134,,10.1002/sea2.12136,http://dx.doi.org/10.1002/sea2.12136,,,12,Anthropology,Social Science Citation Index (SSCI),Anthropology,HG1JT,,"Bronze, Green Published",,,2024-04-26,WOS:000454710700011,View Full Record in Web of Science
